"LibN3etdemi";"N1";"LibN1";"N2";"LibN2";"N3";"LibN3";"N3etdemi";"N4";"LibN4";"IntituleInsee"
"Fonctions connexes de la production : achats industriels";3;"Cadres et professions intellectuelles supérieures";36;"Cadres d'entreprise";38;"Ingénieurs et cadres techniques d'entreprise";387;"387e";"Ingénieurs et cadres de la maintenance, de l'entretien et des travaux neufs";"Ingénieur électromécanicien (entretien ou hors électricité-électronique) (CADRE,QND)"
"Fonctions connexes de la production : achats industriels";3;"Cadres et professions intellectuelles supérieures";36;"Cadres d'entreprise";38;"Ingénieurs et cadres techniques d'entreprise";387;"387e";"Ingénieurs et cadres de la maintenance, de l'entretien et des travaux neufs";"Chef de service maintenance (CADRE)"
"Fonctions connexes de la production : achats industriels";3;"Cadres et professions intellectuelles supérieures";36;"Cadres d'entreprise";38;"Ingénieurs et cadres techniques d'entreprise";387;"387e";"Ingénieurs et cadres de la maintenance, de l'entretien et des travaux neufs";"Ingénieur prévention (CADRE,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Responsable de l'animation (espace naturel)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Animateur sécurité prévention environnement (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477a";"Techniciens de la logistique, du planning et de l'ordonnancement";"Préparateur de méthodes (industries lourdes de transformation, sidérurgie)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Assistant sécurité environnement (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien cynégétique"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Animateur sécurité environnement (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Chef d'équipe en déchetterie (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477a";"Techniciens de la logistique, du planning et de l'ordonnancement";"Préparateur de travaux (industries lourdes de transformation, sidérurgie)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Animateur nature (TECH,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Econome de flux (environnement)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477a";"Techniciens de la logistique, du planning et de l'ordonnancement";"Technicien de planning, ordonnancement (TECH,AM)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Educateur en environnement (TECH,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477b";"Techniciens d'installation et de maintenance des équipements industriels (électriques, électromécaniques, mécaniques, hors informatique)";"Technicien d'installation (électronique)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477a";"Techniciens de la logistique, du planning et de l'ordonnancement";"Responsable planning, ordonnancement (sauf cadre)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477a";"Techniciens de la logistique, du planning et de l'ordonnancement";"Agent technique de méthodes (industrie, sauf industries lourdes de transformation) (TECH,AM)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien pollution de l'air"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Garde technicien (espace naturel)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien territorial de réseau d'assainissement"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Assistant technique traitement des eaux (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Electromécanicien en matériel de bureau (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien sécurité environnement"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Eco-interprète (TECH,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477a";"Techniciens de la logistique, du planning et de l'ordonnancement";"Technicien chronométreur (TECH,AM)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477a";"Techniciens de la logistique, du planning et de l'ordonnancement";"Agent de méthodes (industrie, sauf industries lourdes de transformation) (TECH,AM)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien en environnement industriel"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477a";"Techniciens de la logistique, du planning et de l'ordonnancement";"Technicien en organisation de travail (TECH,AM)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Animateur hygiène sécurité environnement (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Animateur environnement (TECH,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien hygiène environnement"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Electromécanicien de phare (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Assistant sanitaire"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Contrôleur technique (imprimerie, presse, édition)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477b";"Techniciens d'installation et de maintenance des équipements industriels (électriques, électromécaniques, mécaniques, hors informatique)";"Instrumentiste de raffinerie (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien de gestion du littoral"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien de rivière"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Chef de secteur collecte des déchets ménagers (TECH,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Conseiller en environnement et sécurité (TECH,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien en électronique sans autre indication"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien en traitement des déchets ménagers"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien en traitement des eaux usées"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien gestionnaire en risques industriels"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien en électronique (entretien, dépannage, travaux neufs)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"(hors industrie) (TECH,AM,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Agent technique d'entretien, vérification, EDF"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien radio, tv, hi-fi (TECH,AM)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien énergies renouvelables"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien environnement"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien d'entretien, de vérification EDF"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien de réseau d'assainissement"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien en analyse de pollution"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477b";"Techniciens d'installation et de maintenance des équipements industriels (électriques, électromécaniques, mécaniques, hors informatique)";"Technicien en régulation (entretien, dépannage) (sauf onq,oq,cadre)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien en traitement des déchets"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien assainissement"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477d";"Techniciens de l'environnement et du traitement des pollutions";"Technicien des espaces naturels"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien en électronique (dépannage radio, hi-fi, audiovisuel) (TECH,AM)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Dépanneur d'ascenseur (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";" (sauf secteur électricité-électronique) (TECH,AM,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien d'études et d'exploitation de l'aviation civile"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien en aéronautique, avion"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477b";"Techniciens d'installation et de maintenance des équipements industriels (électriques, électromécaniques, mécaniques, hors informatique)";"Technicien en automatisme (entretien, dépannage)(industrie) (sauf onq,oq,cadre)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477b";"Techniciens d'installation et de maintenance des équipements industriels (électriques, électromécaniques, mécaniques, hors informatique)";"Technicien d'installation (équipements électriques industriels)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien en automatisme (entretien, dépannage)(hors industrie) (sauf onq,oq,cadre)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477b";"Techniciens d'installation et de maintenance des équipements industriels (électriques, électromécaniques, mécaniques, hors informatique)";"Technicien de maintenance (équipements industriels) (TECH,AM)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Dépanneur en radio, télévision, hi-fi (TECH)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477b";"Techniciens d'installation et de maintenance des équipements industriels (électriques, électromécaniques, mécaniques, hors informatique)";"Technicien en électronique (entretien, dépannage, travaux neufs)(industrie) (TECH,AM,QND)"
"Fonctions connexes de la production : logistique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";477;"477c";"Techniciens d'installation et de maintenance des équipements non industriels (hors informatique et télécommunications)";"Technicien des parcs et ateliers de l'équipement"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Charpentier-tôlier (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Contrôleur soudeur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Régleur soudure caoutchouc (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Régleur en décolletage (ONQ)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Opérateur sur machine à commande numérique (travail des métaux) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Perceur (mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Grignoteur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Agent de fabrication automobile (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Ajusteur d'entretien (industrie) (ONQ)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Ajusteur s.a.i (ONQ)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Assembleur en charpentes métalliques (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Assembleur par point (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Ouvrier fraiseur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Ouvrier tourneur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Tourneur sur tour automatique, semi-automatique (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Recuiseur de métaux (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Ouvrier tôlier (industrie) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Oxycoupeur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Aide-forgeron (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Raboteur métaux (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Ajusteur de fabrication (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Aléseur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Conducteur de tour, fraiseuse, aléseuse (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Décolleteur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Ouvrier ajusteur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Ajusteur fraiseur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Mortaiseur sur métaux (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Ajusteur tourneur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673a";"Ouvriers de production non qualifiés travaillant par enlèvement de métal";"Fraiseur sur machine à reproduire (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Planeur (charpente en fer) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Polisseur (métaux, coutellerie) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Mécanicien s.a.i (mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Echafaudeur (production) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Emailleur (électroménager, mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Enduiseur ponceur (mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Etameur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Monteur de charpente en fer (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Débiteur (forge) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Façonneur sur métaux (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Machiniste sur presse (mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Marteleur (forge, mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Chalumiste (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Chargeur de four (forge, mécanique) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Ouvrier chaudronnier (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Machiniste sur marteau pilon (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Soudeur s.a.i (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Cintreur de tubes (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Coutelier (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Cylindreur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Dresseur (laminoir) (ONQ)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Tôlier cisailleur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Pilonnier (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Monteur motoriste (construction auto) (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Monteur mécanicien (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Monteur soudeur (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673c";"Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux";"Opérateur sur machine à souder (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Cisailleur de métaux (ONQ,QND)"
"Forge";6;"Ouvriers";66;"Ouvriers non qualifiés";67;"Ouvriers non qualifiés de type industriel";673;"673b";"Ouvriers de production non qualifiés travaillant par formage de métal";"Régleur emboutisseur (ONQ,QND)"
